pattern_id,predicate,sup,card_class,pr_quartile,question,answer
P2,director,8321,single,Q4,What television show did Laura Dern direct?,Call Me Crazy: A Five Film
P2,director,8321,single,Q4,What television show did Shankar Nag direct?,Malgudi Days (TV series)
P2,director,8321,single,Q4,What television show did Shane Smith (journalist) direct?,The Vice Guide to Travel
P2,director,8321,single,Q4,What television show did Joey Ansah direct?,Street Fighter: Assassin's Fist
P2,director,8321,single,Q4,What television show did Shusuke Kaneko direct?,Ultraman Max
P2,director,8321,single,Q4,What television show did Werner Herzog direct?,On Death Row
P2,director,8321,single,Q4,What television show did Caroline Rhea direct?,The Caroline Rhea Show
P2,director,8321,single,Q4,What television show did Héctor Bonilla direct?,Cuando los hijos se van (telenovela)
P2,director,8321,single,Q4,What television show did Bryan Forbes direct?,"Philip Marlowe, Private Eye"
P2,director,8321,single,Q4,What television show did Richard Linklater direct?,Up to Speed
P2,director,8321,single,Q4,What television show did Anthony Minghella direct?,The No. 1 Ladies' Detective Agency (TV series)
P2,director,8321,single,Q4,What television show did Charles Martin Smith direct?,Icon (film)
P2,director,8321,single,Q4,What television show did Srujan Lokesh direct?,Majaa Talkies
P2,director,8321,single,Q4,What television show did Christopher Riley direct?,Moon Machines
P2,director,8321,single,Q4,What television show did Gordon Bau direct?,The Dakotas (TV series)
P2,director,8321,single,Q4,What television show did Howard Deutch direct?,Getting On (U.S. TV series)
P2,director,8321,single,Q4,What television show did Dwight H. Little direct?,Citizen Baines
P2,director,8321,single,Q4,What television show did Nigel Dick direct?,E!'s Pam: Girl on the Loose!
P2,director,8321,single,Q4,What television show did Ashwni Dhir direct?,Hum Aapke Hain In Laws
P2,director,8321,single,Q4,What television show did Joel Schumacher direct?,2000 Malibu Road
P2,director,8321,single,Q4,What television show did Olivier Assayas direct?,Carlos (miniseries)
P2,director,8321,single,Q4,What television show did T. K. Rajeev Kumar direct?,Bible Ki Kahaniya
P2,director,8321,single,Q4,What television show did Bill Condon direct?,Deadly Relations
P2,director,8321,single,Q4,What television show did Lea Thompson direct?,Jane Doe (film series)
P2,director,8321,single,Q4,What television show did Alejandro Camacho direct?,Huracán (telenovela)
P2,director,8321,single,Q4,What television show did Chris Buck direct?,The Legend of Tarzan
P2,director,8321,single,Q4,What television show did Alan Ball (screenwriter) direct?,All Signs of Death
P2,director,8321,single,Q4,What television show did Lynn-Maree Milburn direct?,John Safran's Music Jamboree
P2,director,8321,single,Q4,What television show did Martyn Burke direct?,Pirates of Silicon Valley
P2,director,8321,single,Q4,What television show did Jean Beaudin direct?,Les Filles de Caleb
P2,director,8321,single,Q4,What television show did Jay Roach direct?,Recount (film)
P2,director,8321,single,Q4,What television show did Bob Kellett direct?,Space: 1999
P2,director,8321,single,Q4,What television show did Emilio Estevez direct?,Rated X (film)
P2,director,8321,single,Q4,What television show did Allison Anders direct?,A Crush on You
P2,director,8321,single,Q4,What television show did Michael Donovan direct?,King Arthur and the Knights of Justice
P2,director,8321,single,Q4,What television show did Andy Mikita direct?,Transporter: The Series
P2,director,8321,single,Q4,What television show did Reza Badiyi direct?,Serpico (TV series)
P2,director,8321,single,Q4,What television show did Penny Marshall direct?,Working Stiffs (TV series)
P2,director,8321,single,Q4,What television show did Allan Burns direct?,Eisenhower and Lutz
P2,director,8321,single,Q4,What television show did Roy E. Disney direct?,Call It Courage  The Wonderful World of Disney: Call it Courage  1
P2,director,8321,single,Q4,What television show did Clive A. Smith direct?,Romie-0 and Julie-8
P2,director,8321,single,Q4,What television show did Allan McKeown direct?,Mumbai Calling
P2,director,8321,single,Q4,What television show did Tobe Hooper direct?,Salem's Lot (1979 miniseries)
P2,director,8321,single,Q4,What television show did Andrew Miller (actor) direct?,Imaginary Bitches
P2,director,8321,single,Q4,What television show did Adam Scott (actor) direct?,The Greatest Event in Television History
P2,director,8321,single,Q4,What television show did David Susskind direct?,The Kaiser Aluminum Hour
P2,director,8321,single,Q4,What television show did C. Thomas Howell direct?,War of the Worlds 2: The Next Wave
P2,director,8321,single,Q4,What television show did Bob Fosse direct?,Liza with a Z
P2,director,8321,single,Q4,What television show did Reginald Hudlin direct?,The Funniest Man Dead or Alive
P2,director,8321,single,Q4,What television show did Rosy Ocampo direct?,Misión S.O.S
P2,director,8321,single,Q4,What television show did Peter Berg direct?,Virtuality (TV pilot)
P2,director,8321,single,Q4,What television show did Tommy Lee Jones direct?,The Sunset Limited (film)
P2,director,8321,single,Q4,What television show did Chris Kratt direct?,Wild Kratts
P2,director,8321,single,Q4,What television show did Albert and David Maysles direct?,The Love We Make
P2,director,8321,single,Q4,What television show did Paul Greengrass direct?,The Fix (1997 film)
P2,director,8321,single,Q4,What television show did Helen Shaver direct?,Beggars and Choosers (TV series)
P2,director,8321,single,Q4,What television show did Ishirō Honda direct?,Zone Fighter
P2,director,8321,single,Q4,What television show did Bharat Nalluri direct?,Tsunami: The Aftermath
P2,director,8321,single,Q4,What television show did Marty Feldman direct?,When Things Were Rotten
P2,director,8321,single,Q4,What television show did Alex Graves direct?,Leap of Faith (TV series)
P2,director,8321,single,Q4,What television show did Timothy Hutton direct?,A Nero Wolfe Mystery
P2,director,8321,single,Q4,What television show did Karl Beattie direct?,Ghosthunting With...
P2,director,8321,single,Q4,What television show did Michael Showalter direct?,You're Whole
P2,director,8321,single,Q4,What television show did Leslie Libman direct?,Viva Laughlin
P2,director,8321,single,Q4,What television show did Martin Kratt direct?,Wild Kratts
P2,director,8321,single,Q4,What television show did Rob Hardy direct?,Alpha Man: The Brotherhood of MLK
P2,director,8321,single,Q4,What television show did Asaph Fipke direct?,Storm Hawks
P2,director,8321,single,Q4,What television show did Grant Heslov direct?,Unscripted
P2,director,8321,single,Q4,What television show did Robert K. Weiss direct?,Al TV
P2,director,8321,single,Q4,What television show did Diane Keaton direct?,Pasadena (TV series)
P2,director,8321,single,Q4,What television show did Ramesh Sippy direct?,Buniyaad
P2,director,8321,single,Q4,What television show did Frank D. Gilroy direct?,Nero Wolfe (film)
P2,director,8321,single,Q4,What television show did Peter Hammond (actor) direct?,Wuthering Heights (1978 television serial)
P2,director,8321,single,Q4,What television show did Walter Hill (director) direct?,Broken Trail
P2,director,8321,single,Q4,What television show did Satish Rajwade direct?,Eka Lagnachi Dusri Goshta
P2,director,8321,single,Q4,What television show did Mark Piznarski direct?,Sundays at Tiffany's (film)
P2,director,8321,single,Q4,What television show did William Friedkin direct?,12 Angry Men (1997 film)
P2,director,8321,single,Q4,What television show did Paul Whitehouse direct?,Bellamy's People
P2,director,8321,single,Q4,What television show did Adam Reed direct?,Frisky Dingo
P2,director,8321,single,Q4,What television show did Michael Cera direct?,Clark and Michael
P2,director,8321,single,Q4,What television show did Bryce Dallas Howard direct?,Call Me Crazy: A Five Film
P2,director,8321,single,Q4,What television show did Leonard B. Stern direct?,Lanigan's Rabbi
P2,director,8321,single,Q4,What television show did Amy Heckerling direct?,Fast Times
P2,director,8321,single,Q4,What television show did David Morrissey direct?,Passer By (film)
P2,director,8321,single,Q4,What television show did Nicholas Meyer direct?,The Day After
P2,director,8321,single,Q4,What television show did Jerry Levine direct?,Clubhouse (TV series)
P2,director,8321,single,Q4,What television show did Charles Beeson (director) direct?,Stranded (2002 film)
P2,director,8321,single,Q4,What television show did Richard Beymer direct?,Insight (TV series)
P2,director,8321,single,Q4,What television show did Humberto Zurita direct?,Azul Tequila
P2,director,8321,single,Q4,What television show did Eric Wareheim direct?,Bagboy (TV special)
P2,director,8321,single,Q4,What television show did Dennis Gansel direct?,Das Phantom
P2,director,8321,single,Q4,What television show did Michael Chapman (cinematographer) direct?,Annihilator (film)
P2,director,8321,single,Q4,What television show did Stephen Furst direct?,Path of Destruction (film)
P2,director,8321,single,Q4,What television show did Bryan Singer direct?,Mockingbird Lane
P2,director,8321,single,Q4,What television show did Jun Fukuda direct?,Zone Fighter
P2,director,8321,single,Q4,What television show did Paris Barclay direct?,Second Noah
P2,director,8321,single,Q4,What television show did Jeff Greenstein direct?,Husbands (TV series)
P2,director,8321,single,Q4,What television show did Lissa Evans direct?,News Knight with Sir Trevor McDonald
P2,director,8321,single,Q4,What television show did Eugene Levy direct?,The Martin Short Show (1994 TV series)
P2,director,8321,single,Q4,What television show did Leslie Hope direct?,A Very Merry Daughter of the Bride
P2,director,8321,single,Q4,What television show did Sam Seder direct?,Pilot Season (TV series)
P2,director,8321,single,Q4,What television show did Javed Jaffrey direct?,Boogie Woogie Kids Championship
P2,director,8321,single,Q4,What television show did Tim Robbins direct?,Queens Supreme
P2,director,8321,single,Q4,What television show did Colin Ferguson (actor) direct?,Triassic Attack
P2,director,8321,single,Q4,What television show did Bill L. Norton direct?,Pasadena (TV series)
P2,director,8321,single,Q4,What television show did Todd Holland direct?,The Real O'Neals
P2,director,8321,single,Q4,What television show did Spike Jonze direct?,Tell Them Anything You Want: A Portrait of Maurice Sendak
P2,director,8321,single,Q4,What television show did Vincent Misiano direct?,Eli Stone
P2,director,8321,single,Q4,What television show did Dan Bucatinsky direct?,Web Therapy (TV series)
P2,director,8321,single,Q4,What television show did Peter Davison direct?,The Five(ish) Doctors Reboot
P2,director,8321,single,Q4,What television show did John Cassavetes direct?,The Lloyd Bridges Show
P2,director,8321,single,Q4,What television show did Frank Darabont direct?,Buried Alive (1990 TV film)
P2,director,8321,single,Q4,What television show did Edward Burns direct?,Public Morals (2015 TV series)
P2,director,8321,single,Q4,What television show did Kiyoshi Kurosawa direct?,Penance (TV series)
P2,director,8321,single,Q4,What television show did Forest Whitaker direct?,Strapped
P2,director,8321,single,Q4,What television show did Alex Lovy direct?,The New Alice in Wonderland (film)
P2,director,8321,single,Q4,What television show did Henry Winkler direct?,A Smoky Mountain Christmas
P2,director,8321,single,Q4,What television show did Satish Kaushik direct?,Malini Iyer
P2,director,8321,single,Q4,What television show did Santo Cilauro direct?,Funky Squad
P2,director,8321,single,Q4,What television show did Shuki Levy direct?,Power Rangers Turbo
P2,director,8321,single,Q4,What television show did Clement Virgo direct?,The Book of Negroes (miniseries)
P2,director,8321,single,Q4,What television show did Tom Verica direct?,The Beast (2009 TV series)
P2,director,8321,single,Q4,What television show did Prakash Jha direct?,Mungerilal Ke Haseen Sapne
P2,director,8321,single,Q4,What television show did Raghu Ram direct?,MTV Roadies (season 4)
P2,director,8321,single,Q4,What television show did Thirumurugan direct?,Metti Oli
P2,director,8321,single,Q4,What television show did Mario Van Peebles direct?,Top of the Hill
